"Name","API Name","Instance Memory","vCPUs","Instance Storage","Network Performance","Linux On Demand cost","Linux Reserved cost","Linux Spot Minimum cost","Windows On Demand cost","Windows Reserved cost"
"M6I Double Extra Large","m6i.2xlarge","32.0 GiB","8 vCPUs","EBS only","Up to 12.5 Gigabit","$0.3840 hourly","$0.1516 hourly","$0.1663 hourly","$0.7520 hourly","$0.5196 hourly"
"R6IDN Extra Large","r6idn.xlarge","32.0 GiB","4 vCPUs","237 GB                 NVMe SSD","Up to 30 Gigabit","$0.3908 hourly","$0.1385 hourly","$0.0684 hourly","$0.5748 hourly","$0.3225 hourly"
"C4 High-CPU Double Extra Large","c4.2xlarge","15.0 GiB","8 vCPUs","EBS only","High","$0.3980 hourly","$0.1551 hourly","$0.1677 hourly","$0.7660 hourly","$0.4514 hourly"
"M4 General Purpose Double Extra Large","m4.2xlarge","32.0 GiB","8 vCPUs","EBS only","High","$0.4000 hourly","$0.1504 hourly","$0.1698 hourly","$0.7680 hourly","$0.4895 hourly"
"C6ID Double Extra Large","c6id.2xlarge","16.0 GiB","8 vCPUs","474 GB                 NVMe SSD","Up to 12.5 Gigabit","$0.4032 hourly","$0.1467 hourly","$0.1489 hourly","$0.7712 hourly","$0.5147 hourly"
"R6G Double Extra Large","r6g.2xlarge","64.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","$0.4032 hourly","$0.1516 hourly","$0.1150 hourly","unavailable","unavailable"
"A1 Metal","a1.metal","32.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","$0.4080 hourly","$0.1534 hourly","$0.3126 hourly","unavailable","unavailable"
"A1 Quadruple Extra Large","a1.4xlarge","32.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","$0.4080 hourly","$0.1534 hourly","$0.2017 hourly","unavailable","unavailable"
"M5AD Double Extra Large","m5ad.2xlarge","32.0 GiB","8 vCPUs","300 GB                 NVMe SSD","Up to 10 Gigabit","$0.4120 hourly","$0.1549 hourly","$0.1641 hourly","$0.7800 hourly","$0.5229 hourly"
"R7G Double Extra Large","r7g.2xlarge","64.0 GiB","8 vCPUs","EBS only","Up to 15 Gigabit","$0.4284 hourly","$0.1691 hourly","$0.1448 hourly","unavailable","unavailable"
"C5N Double Extra Large","c5n.2xlarge","21.0 GiB","8 vCPUs","EBS only","Up to 25 Gigabit","$0.4320 hourly","$0.1365 hourly","$0.1681 hourly","$0.8000 hourly","$0.5045 hourly"
"I3EN Extra Large","i3en.xlarge","32.0 GiB","4 vCPUs","2500 GB                 NVMe SSD","Up to 25 Gigabit","$0.4520 hourly","$0.1712 hourly","$0.1356 hourly","$0.6360 hourly","$0.3552 hourly"
"M5 General Purpose Double Extra Large","m5d.2xlarge","32.0 GiB","8 vCPUs","300 GB                 NVMe SSD","Up to 10 Gigabit","$0.4520 hourly","$0.1699 hourly","$0.1674 hourly","$0.8200 hourly","$0.5379 hourly"
"R5A Double Extra Large","r5a.2xlarge","64.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","$0.4520 hourly","$0.1699 hourly","$0.1715 hourly","$0.8200 hourly","$0.5379 hourly"
"C6IN Double Extra Large","c6in.2xlarge","16.0 GiB","8 vCPUs","EBS only","Up to 40 Gigabit","$0.4536 hourly","$0.1433 hourly","$0.1643 hourly","$0.8216 hourly","$0.5113 hourly"
"R6A Double Extra Large","r6a.2xlarge","64.0 GiB","8 vCPUs","EBS only","Up to 12.5 Gigabit","$0.4536 hourly","$0.1791 hourly","$0.1498 hourly","$0.8216 hourly","$0.5471 hourly"
"R6GD Double Extra Large","r6gd.2xlarge","64.0 GiB","8 vCPUs","474 GB                 NVMe SSD","Up to 10 Gigabit","$0.4608 hourly","$0.1732 hourly","$0.1501 hourly","unavailable","unavailable"
"H1 Double Extra Large","h1.2xlarge","32.0 GiB","8 vCPUs","2000 GB                 HDD","Up to 10 Gigabit","$0.4680 hourly","$0.1968 hourly","$0.2250 hourly","$0.8360 hourly","$0.5648 hourly"
"M6ID Double Extra Large","m6id.2xlarge","32.0 GiB","8 vCPUs","474 GB                 NVMe SSD","Up to 12.5 Gigabit","$0.4746 hourly","$0.1785 hourly","$0.1747 hourly","$0.8426 hourly","$0.5465 hourly"
"M5N Double Extra Large","m5n.2xlarge","32.0 GiB","8 vCPUs","EBS only","Up to 25 Gigabit","$0.4760 hourly","$0.1597 hourly","$0.1699 hourly","$0.8440 hourly","$0.5277 hourly"
"D3 Extra Large","d3.xlarge","32.0 GiB","4 vCPUs","5940 GB                 (3 * 1980 GB NVMe HDD)","Up to 15 Gigabit","$0.4990 hourly","$0.1878 hourly","$0.1884 hourly","$0.6830 hourly","$0.3718 hourly"
"R5 Double Extra Large","r5.2xlarge","64.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","$0.5040 hourly","$0.1895 hourly","$0.1509 hourly","$0.8720 hourly","$0.5575 hourly"
"R6I Double Extra Large","r6i.2xlarge","64.0 GiB","8 vCPUs","EBS only","Up to 12.5 Gigabit","$0.5040 hourly","$0.1990 hourly","$0.1590 hourly","$0.8720 hourly","$0.5670 hourly"
"R5AD Double Extra Large","r5ad.2xlarge","64.0 GiB","8 vCPUs","300 GB                 NVMe SSD","Up to 10 Gigabit","$0.5240 hourly","$0.1970 hourly","$0.1766 hourly","$0.8920 hourly","$0.5650 hourly"
"G4DN Extra Large","g4dn.xlarge","16.0 GiB","4 vCPUs","125 GB                 NVMe SSD","Up to 25 Gigabit","$0.5260 hourly","$0.1978 hourly","$0.1578 hourly","$0.7100 hourly","$0.3818 hourly"
"R4 High-Memory Double Extra Large","r4.2xlarge","61.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","$0.5320 hourly","$0.2000 hourly","$0.1740 hourly","$0.9000 hourly","$0.5680 hourly"
"G4AD Double Extra Large","g4ad.2xlarge","32.0 GiB","8 vCPUs","300 GB                 NVMe SSD","Up to 10 Gigabit","$0.5412 hourly","$0.2375 hourly","$0.2693 hourly","$0.9092 hourly","$0.6055 hourly"
"C6G Quadruple Extra Large","c6g.4xlarge","32.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","$0.5440 hourly","$0.2045 hourly","$0.1596 hourly","unavailable","unavailable"
"M5DN Double Extra Large","m5dn.2xlarge","32.0 GiB","8 vCPUs","300 GB                 NVMe SSD","Up to 25 Gigabit","$0.5440 hourly","$0.1841 hourly","$0.1756 hourly","$0.9120 hourly","$0.5521 hourly"
"M6IN Double Extra Large","m6in.2xlarge","32.0 GiB","8 vCPUs","EBS only","Up to 40 Gigabit","$0.5569 hourly","$0.1868 hourly","$0.1725 hourly","$0.9249 hourly","$0.5548 hourly"
"R5D Double Extra Large","r5d.2xlarge","64.0 GiB","8 vCPUs","300 GB                 NVMe SSD","Up to 10 Gigabit","$0.5760 hourly","$0.2166 hourly","$0.1566 hourly","$0.9440 hourly","$0.5846 hourly"
"IS4GEN Extra Large","is4gen.xlarge","24.0 GiB","4 vCPUs","3750 GB                 NVMe SSD","Up to 25 Gigabit","$0.5763 hourly","$0.2181 hourly","$0.1874 hourly","unavailable","unavailable"
"C7G Quadruple Extra Large","c7g.4xlarge","32.0 GiB","16 vCPUs","EBS only","Up to 15 Gigabit","$0.5781 hourly","$0.2215 hourly","$0.2893 hourly","unavailable","unavailable"
"R5N Double Extra Large","r5n.2xlarge","64.0 GiB","8 vCPUs","EBS only","Up to 25 Gigabit","$0.5960 hourly","$0.2101 hourly","$0.1681 hourly","$0.9640 hourly","$0.5781 hourly"
"R5B Double Extra Large","r5b.2xlarge","64.0 GiB","8 vCPUs","EBS only","Up to 10 Gigabit","$0.5960 hourly","$0.2101 hourly","$0.1380 hourly","$0.9640 hourly","$0.5781 hourly"
"R6ID Double Extra Large","r6id.2xlarge","64.0 GiB","8 vCPUs","474 GB                 NVMe SSD","Up to 12.5 Gigabit","$0.6048 hourly","$0.2275 hourly","$0.1751 hourly","$0.9728 hourly","$0.5955 hourly"
"C6A Quadruple Extra Large","c6a.4xlarge","32.0 GiB","16 vCPUs","EBS only","Up to 12.5 Gigabit","$0.6120 hourly","$0.2345 hourly","$0.3053 hourly","$1.3480 hourly","$0.9705 hourly"
"C6GD Quadruple Extra Large","c6gd.4xlarge","32.0 GiB","16 vCPUs","950 GB                 NVMe SSD","Up to 10 Gigabit","$0.6144 hourly","$0.2310 hourly","$0.2633 hourly","unavailable","unavailable"
"C5A Quadruple Extra Large","c5a.4xlarge","32.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","$0.6160 hourly","$0.2316 hourly","$0.1955 hourly","$1.3520 hourly","$0.9676 hourly"
"M6G Quadruple Extra Large","m6g.4xlarge","64.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","$0.6160 hourly","$0.2331 hourly","$0.2397 hourly","unavailable","unavailable"
"I3 High I/O Double Extra Large","i3.2xlarge","61.0 GiB","8 vCPUs","1900 GB                 NVMe SSD","Up to 10 Gigabit","$0.6240 hourly","$0.2640 hourly","$0.1872 hourly","$0.9920 hourly","$0.6320 hourly"
"M6IDN Double Extra Large","m6idn.2xlarge","32.0 GiB","8 vCPUs","474 GB                 NVMe SSD","Up to 40 Gigabit","$0.6365 hourly","$0.2154 hourly","$0.1597 hourly","$1.0045 hourly","$0.5834 hourly"
"M7G Quadruple Extra Large","m7g.4xlarge","64.0 GiB","16 vCPUs","EBS only","Up to 15 Gigabit","$0.6528 hourly","$0.2577 hourly","$0.2626 hourly","unavailable","unavailable"
"M5ZN Double Extra Large","m5zn.2xlarge","32.0 GiB","8 vCPUs","EBS only","Up to 25 Gigabit","$0.6607 hourly","$0.2484 hourly","$0.1651 hourly","$1.0287 hourly","$0.6164 hourly"
"R3 High-Memory Double Extra Large","r3.2xlarge","61.0 GiB","8 vCPUs","160 GB                 SSD","High","$0.6640 hourly","$0.2333 hourly","$0.1425 hourly","$1.0450 hourly","$0.5076 hourly"
"X2GD Double Extra Large","x2gd.2xlarge","128.0 GiB","8 vCPUs","475 GB                 NVMe SSD","Up to 10 Gigabit","$0.6680 hourly","$0.1986 hourly","$0.3236 hourly","unavailable","unavailable"
"R5DN Double Extra Large","r5dn.2xlarge","64.0 GiB","8 vCPUs","300 GB                 NVMe SSD","Up to 25 Gigabit","$0.6680 hourly","$0.2367 hourly","$0.1717 hourly","$1.0360 hourly","$0.6047 hourly"
"C5 High-CPU Quadruple Extra Large","c5.4xlarge","32.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","$0.6800 hourly","$0.2453 hourly","$0.1520 hourly","$1.4160 hourly","$0.9813 hourly"
"C6I Quadruple Extra Large","c6i.4xlarge","32.0 GiB","16 vCPUs","EBS only","Up to 12.5 Gigabit","$0.6800 hourly","$0.2606 hourly","$0.2059 hourly","$1.4160 hourly","$0.9966 hourly"
"I4I Double Extra Large","i4i.2xlarge","64.0 GiB","8 vCPUs","1875 GB                 NVMe SSD","Up to 12 Gigabit","$0.6860 hourly","$0.2764 hourly","$0.2058 hourly","$1.0540 hourly","$0.6444 hourly"
"M5A Quadruple Extra Large","m5a.4xlarge","64.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","$0.6880 hourly","$0.2587 hourly","$0.3427 hourly","$1.4240 hourly","$0.9947 hourly"
"C5AD Quadruple Extra Large","c5ad.4xlarge","32.0 GiB","16 vCPUs","600 GB                 (2 * 300 GB NVMe SSD)","Up to 10 Gigabit","$0.6880 hourly","$0.2587 hourly","$0.2857 hourly","$1.4240 hourly","$0.9947 hourly"
"D2 Extra Large","d2.xlarge","30.5 GiB","4 vCPUs","6144 GB                 (3 * 2048 GB HDD)","Moderate","$0.6900 hourly","$0.1977 hourly","$0.2070 hourly","$0.8210 hourly","$0.2544 hourly"
"M6A Quadruple Extra Large","m6a.4xlarge","64.0 GiB","16 vCPUs","EBS only","Up to 12.5 Gigabit","$0.6912 hourly","$0.2729 hourly","$0.2526 hourly","$1.4272 hourly","$1.0089 hourly"
"C6GN Quadruple Extra Large","c6gn.4xlarge","32.0 GiB","16 vCPUs","EBS only","Up to 25 Gigabit","$0.6912 hourly","$0.2583 hourly","$0.2293 hourly","unavailable","unavailable"
"R6IN Double Extra Large","r6in.2xlarge","64.0 GiB","8 vCPUs","EBS only","Up to 40 Gigabit","$0.6973 hourly","$0.2457 hourly","$0.1762 hourly","$1.0653 hourly","$0.6137 hourly"
"M6GD Quadruple Extra Large","m6gd.4xlarge","64.0 GiB","16 vCPUs","950 GB                 NVMe SSD","Up to 10 Gigabit","$0.7232 hourly","$0.2719 hourly","$0.2948 hourly","unavailable","unavailable"
"IM4GN Double Extra Large","im4gn.2xlarge","32.0 GiB","8 vCPUs","3750 GB                 NVMe SSD","Up to 25 Gigabit","$0.7276 hourly","$0.2895 hourly","$0.3765 hourly","unavailable","unavailable"
"Z1D Double Extra Large","z1d.2xlarge","64.0 GiB","8 vCPUs","300 GB                 NVMe SSD","Up to 10 Gigabit","$0.7440 hourly","$0.2670 hourly","$0.3432 hourly","$1.1120 hourly","$0.6350 hourly"
"G3S Extra Large","g3s.xlarge","30.5 GiB","4 vCPUs","EBS only","Up to 10 Gigabit","$0.7500 hourly","$0.3807 hourly","$0.2250 hourly","$0.9340 hourly","$0.5647 hourly"
"G4DN Double Extra Large","g4dn.2xlarge","32.0 GiB","8 vCPUs","225 GB                 NVMe SSD","Up to 25 Gigabit","$0.7520 hourly","$0.2828 hourly","$0.3147 hourly","$1.1200 hourly","$0.6508 hourly"
"INF2 Extra Large","inf2.xlarge","16.0 GiB","4 vCPUs","EBS only","Up to 15 Gigabit","$0.7582 hourly","$0.2851 hourly","$0.2275 hourly","unavailable","unavailable"
"M5 General Purpose Quadruple Extra Large","m5.4xlarge","64.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","$0.7680 hourly","$0.2888 hourly","$0.2157 hourly","$1.5040 hourly","$1.0248 hourly"
"M6I Quadruple Extra Large","m6i.4xlarge","64.0 GiB","16 vCPUs","EBS only","Up to 12.5 Gigabit","$0.7680 hourly","$0.3032 hourly","$0.2445 hourly","$1.5040 hourly","$1.0392 hourly"
"C5 High-CPU Quadruple Extra Large","c5d.4xlarge","32.0 GiB","16 vCPUs","400 GB                 NVMe SSD","Up to 10 Gigabit","$0.7680 hourly","$0.2775 hourly","$0.2879 hourly","$1.5040 hourly","$1.0135 hourly"
"R6IDN Double Extra Large","r6idn.2xlarge","64.0 GiB","8 vCPUs","474 GB                 NVMe SSD","Up to 40 Gigabit","$0.7816 hourly","$0.2770 hourly","$0.1727 hourly","$1.1496 hourly","$0.6450 hourly"
"C4 High-CPU Quadruple Extra Large","c4.4xlarge","30.0 GiB","16 vCPUs","EBS only","High","$0.7960 hourly","$0.3102 hourly","$0.3431 hourly","$1.5320 hourly","$0.9027 hourly"
"M4 General Purpose Quadruple Extra Large","m4.4xlarge","64.0 GiB","16 vCPUs","EBS only","High","$0.8000 hourly","$0.3008 hourly","$0.3335 hourly","$1.5360 hourly","$0.9789 hourly"
"C6ID Quadruple Extra Large","c6id.4xlarge","32.0 GiB","16 vCPUs","950 GB                 NVMe SSD","Up to 12.5 Gigabit","$0.8064 hourly","$0.2933 hourly","$0.3438 hourly","$1.5424 hourly","$1.0293 hourly"
"R6G Quadruple Extra Large","r6g.4xlarge","128.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","$0.8064 hourly","$0.3032 hourly","$0.2587 hourly","unavailable","unavailable"
"M5AD Quadruple Extra Large","m5ad.4xlarge","64.0 GiB","16 vCPUs","600 GB                 (2 * 300 GB NVMe SSD)","Up to 10 Gigabit","$0.8240 hourly","$0.3098 hourly","$0.3447 hourly","$1.5600 hourly","$1.0458 hourly"
"X2IEDN Extra Large","x2iedn.xlarge","128.0 GiB","4 vCPUs","118 GB                 NVMe SSD","Up to 25 Gigabit","$0.8336 hourly","$0.2327 hourly","$0.2501 hourly","$1.0176 hourly","$0.4167 hourly"
"X1E Extra Large","x1e.xlarge","122.0 GiB","4 vCPUs","120 GB                 SSD","Up to 10 Gigabit","$0.8340 hourly","$0.2333 hourly","$0.2502 hourly","$1.0180 hourly","$0.4174 hourly"
"I2 Extra Large","i2.xlarge","30.5 GiB","4 vCPUs","800 GB                 SSD","Moderate","$0.8530 hourly","$0.2117 hourly","$0.2559 hourly","$0.9730 hourly","$0.3245 hourly"
"R7G Quadruple Extra Large","r7g.4xlarge","128.0 GiB","16 vCPUs","EBS only","Up to 15 Gigabit","$0.8568 hourly","$0.3383 hourly","$0.3050 hourly","unavailable","unavailable"
"C5N Quadruple Extra Large","c5n.4xlarge","42.0 GiB","16 vCPUs","EBS only","Up to 25 Gigabit","$0.8640 hourly","$0.2731 hourly","$0.2680 hourly","$1.6000 hourly","$1.0091 hourly"
"G4AD Quadruple Extra Large","g4ad.4xlarge","64.0 GiB","16 vCPUs","600 GB                 NVMe SSD","Up to 10 Gigabit","$0.8670 hourly","$0.3805 hourly","$0.4413 hourly","$1.6030 hourly","$1.1165 hourly"
"P2 General Purpose GPU Extra Large","p2.xlarge","61.0 GiB","4 vCPUs","EBS only","High","$0.9000 hourly","$0.3995 hourly","$0.2700 hourly","$1.0840 hourly","$0.5835 hourly"
"I3EN Double Extra Large","i3en.2xlarge","64.0 GiB","8 vCPUs","5000 GB                 (2 * 2500 GB NVMe SSD)","Up to 25 Gigabit","$0.9040 hourly","$0.3424 hourly","$0.2712 hourly","$1.2720 hourly","$0.7104 hourly"
"M5 General Purpose Quadruple Extra Large","m5d.4xlarge","64.0 GiB","16 vCPUs","600 GB                 (2 * 300 GB NVMe SSD)","Up to 10 Gigabit","$0.9040 hourly","$0.3399 hourly","$0.3346 hourly","$1.6400 hourly","$1.0759 hourly"
"R5A Quadruple Extra Large","r5a.4xlarge","128.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","$0.9040 hourly","$0.3399 hourly","$0.2681 hourly","$1.6400 hourly","$1.0759 hourly"
"R6A Quadruple Extra Large","r6a.4xlarge","128.0 GiB","16 vCPUs","EBS only","Up to 12.5 Gigabit","$0.9072 hourly","$0.3582 hourly","$0.2991 hourly","$1.6432 hourly","$1.0942 hourly"
"C6IN Quadruple Extra Large","c6in.4xlarge","32.0 GiB","16 vCPUs","EBS only","Up to 50 Gigabit","$0.9072 hourly","$0.2867 hourly","$0.2557 hourly","$1.6432 hourly","$1.0227 hourly"
"R6GD Quadruple Extra Large","r6gd.4xlarge","128.0 GiB","16 vCPUs","950 GB                 NVMe SSD","Up to 10 Gigabit","$0.9216 hourly","$0.3465 hourly","$0.2304 hourly","unavailable","unavailable"
"H1 Quadruple Extra Large","h1.4xlarge","64.0 GiB","16 vCPUs","4000 GB                 (2 * 2000 GB HDD)","Up to 10 Gigabit","$0.9360 hourly","$0.3935 hourly","$0.3956 hourly","$1.6720 hourly","$1.1295 hourly"
"M6ID Quadruple Extra Large","m6id.4xlarge","64.0 GiB","16 vCPUs","950 GB                 NVMe SSD","Up to 12.5 Gigabit","$0.9492 hourly","$0.3569 hourly","$0.3086 hourly","$1.6852 hourly","$1.0929 hourly"
"M5N Quadruple Extra Large","m5n.4xlarge","64.0 GiB","16 vCPUs","EBS only","Up to 25 Gigabit","$0.9520 hourly","$0.3195 hourly","$0.3484 hourly","$1.6880 hourly","$1.0555 hourly"
"M5ZN 3xlarge","m5zn.3xlarge","48.0 GiB","12 vCPUs","EBS only","Up to 25 Gigabit","$0.9910 hourly","$0.3726 hourly","$0.2588 hourly","$1.5430 hourly","$0.9246 hourly"
"D3 Double Extra Large","d3.2xlarge","64.0 GiB","8 vCPUs","11880 GB                 (6 * 1980 GB NVMe HDD)","Up to 15 Gigabit","$0.9990 hourly","$0.3756 hourly","$0.3810 hourly","$1.3670 hourly","$0.7436 hourly"
"R6I Quadruple Extra Large","r6i.4xlarge","128.0 GiB","16 vCPUs","EBS only","Up to 12.5 Gigabit","$1.0080 hourly","$0.3979 hourly","$0.2675 hourly","$1.7440 hourly","$1.1339 hourly"
"R5 Quadruple Extra Large","r5.4xlarge","128.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","$1.0080 hourly","$0.3790 hourly","$0.2532 hourly","$1.7440 hourly","$1.1150 hourly"
"R5AD Quadruple Extra Large","r5ad.4xlarge","128.0 GiB","16 vCPUs","600 GB                 (2 * 300 GB NVMe SSD)","Up to 10 Gigabit","$1.0480 hourly","$0.3941 hourly","$0.3449 hourly","$1.7840 hourly","$1.1301 hourly"
"R4 High-Memory Quadruple Extra Large","r4.4xlarge","122.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","$1.0640 hourly","$0.4001 hourly","$0.3228 hourly","$1.8000 hourly","$1.1361 hourly"
"M5DN Quadruple Extra Large","m5dn.4xlarge","64.0 GiB","16 vCPUs","600 GB                 (2 * 300 GB NVMe SSD)","Up to 25 Gigabit","$1.0880 hourly","$0.3682 hourly","$0.3292 hourly","$1.8240 hourly","$1.1042 hourly"
"C6G Eight Extra Large","c6g.8xlarge","64.0 GiB","32 vCPUs","EBS only","12 Gigabit","$1.0880 hourly","$0.4091 hourly","$0.4973 hourly","unavailable","unavailable"
"M6IN Quadruple Extra Large","m6in.4xlarge","64.0 GiB","16 vCPUs","EBS only","Up to 50 Gigabit","$1.1138 hourly","$0.3737 hourly","$0.2882 hourly","$1.8498 hourly","$1.1097 hourly"
"Z1D 3xlarge","z1d.3xlarge","96.0 GiB","12 vCPUs","450 GB                 NVMe SSD","Up to 10 Gigabit","$1.1160 hourly","$0.4006 hourly","$0.5631 hourly","$1.6680 hourly","$0.9525 hourly"
"G3 Graphics GPU Quadruple Extra Large","g3.4xlarge","122.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","$1.1400 hourly","$0.5057 hourly","$0.6577 hourly","$1.8760 hourly","$1.2417 hourly"
"R5D Quadruple Extra Large","r5d.4xlarge","128.0 GiB","16 vCPUs","600 GB                 (2 * 300 GB NVMe SSD)","Up to 10 Gigabit","$1.1520 hourly","$0.4331 hourly","$0.3275 hourly","$1.8880 hourly","$1.1691 hourly"
"IS4GEN Double Extra Large","is4gen.2xlarge","48.0 GiB","8 vCPUs","7500 GB                 NVMe SSD","Up to 25 Gigabit","$1.1526 hourly","$0.4363 hourly","$0.3623 hourly","unavailable","unavailable"
"C7G Eight Extra Large","c7g.8xlarge","64.0 GiB","32 vCPUs","EBS only","15 Gigabit","$1.1562 hourly","$0.4430 hourly","$0.5288 hourly","unavailable","unavailable"
"INF1 6xlarge","inf1.6xlarge","48.0 GiB","24 vCPUs","EBS only","25 Gigabit","$1.1800 hourly","$0.4937 hourly","$0.6003 hourly","unavailable","unavailable"
"R5N Quadruple Extra Large","r5n.4xlarge","128.0 GiB","16 vCPUs","EBS only","Up to 25 Gigabit","$1.1920 hourly","$0.4202 hourly","$0.2996 hourly","$1.9280 hourly","$1.1562 hourly"
"R5B Quadruple Extra Large","r5b.4xlarge","128.0 GiB","16 vCPUs","EBS only","Up to 10 Gigabit","$1.1920 hourly","$0.4202 hourly","$0.3281 hourly","$1.9280 hourly","$1.1562 hourly"
"G4DN Quadruple Extra Large","g4dn.4xlarge","64.0 GiB","16 vCPUs","225 GB                 NVMe SSD","Up to 25 Gigabit","$1.2040 hourly","$0.4527 hourly","$0.6562 hourly","$1.9400 hourly","$1.1887 hourly"
"R6ID Quadruple Extra Large","r6id.4xlarge","128.0 GiB","16 vCPUs","950 GB                 NVMe SSD","Up to 12.5 Gigabit","$1.2096 hourly","$0.4549 hourly","$0.3525 hourly","$1.9456 hourly","$1.1909 hourly"
"C6A Eight Extra Large","c6a.8xlarge","64.0 GiB","32 vCPUs","EBS only","12.5 Gigabit","$1.2240 hourly","$0.4690 hourly","$0.4012 hourly","$2.6960 hourly","$1.9410 hourly"
"C6GD Eight Extra Large","c6gd.8xlarge","64.0 GiB","32 vCPUs","1900 GB                 NVMe SSD","12 Gigabit","$1.2288 hourly","$0.4620 hourly","$0.3193 hourly","unavailable","unavailable"
"C5A Eight Extra Large","c5a.8xlarge","64.0 GiB","32 vCPUs","EBS only","10 Gigabit","$1.2320 hourly","$0.4632 hourly","$0.5317 hourly","$2.7040 hourly","$1.9352 hourly"
"M6G Eight Extra Large","m6g.8xlarge","128.0 GiB","32 vCPUs","EBS only","12 Gigabit","$1.2320 hourly","$0.4661 hourly","$0.4762 hourly","unavailable","unavailable"
"I3 High I/O Quadruple Extra Large","i3.4xlarge","122.0 GiB","16 vCPUs","3800 GB                 (2 * 1900 GB NVMe SSD)","Up to 10 Gigabit","$1.2480 hourly","$0.5279 hourly","$0.3744 hourly","$1.9840 hourly","$1.2639 hourly"
"M6IDN Quadruple Extra Large","m6idn.4xlarge","64.0 GiB","16 vCPUs","950 GB                 NVMe SSD","Up to 50 Gigabit","$1.2730 hourly","$0.4308 hourly","$0.2853 hourly","$2.0090 hourly","$1.1668 hourly"
"M7G Eight Extra Large","m7g.8xlarge","128.0 GiB","32 vCPUs","EBS only","15 Gigabit","$1.3056 hourly","$0.5154 hourly","$0.5805 hourly","unavailable","unavailable"
"R3 High-Memory Quadruple Extra Large","r3.4xlarge","122.0 GiB","16 vCPUs","320 GB                 SSD","High","$1.3280 hourly","$0.4666 hourly","$0.2630 hourly","$1.9440 hourly","$0.8930 hourly"
"R5DN Quadruple Extra Large","r5dn.4xlarge","128.0 GiB","16 vCPUs","600 GB                 (2 * 300 GB NVMe SSD)","Up to 25 Gigabit","$1.3360 hourly","$0.4734 hourly","$0.3350 hourly","$2.0720 hourly","$1.2094 hourly"
"X2GD Quadruple Extra Large","x2gd.4xlarge","256.0 GiB","16 vCPUs","950 GB                 NVMe SSD","Up to 10 Gigabit","$1.3360 hourly","$0.3972 hourly","$0.5959 hourly","unavailable","unavailable"
"I3EN 3xlarge","i3en.3xlarge","96.0 GiB","12 vCPUs","7500 GB                 NVMe SSD","Up to 25 Gigabit","$1.3560 hourly","$0.5135 hourly","$0.4068 hourly","$1.9080 hourly","$1.0655 hourly"
"C6I Eight Extra Large","c6i.8xlarge","64.0 GiB","32 vCPUs","EBS only","12.5 Gigabit","$1.3600 hourly","$0.5211 hourly","$0.3193 hourly","$2.8320 hourly","$1.9932 hourly"
"I4I Quadruple Extra Large","i4i.4xlarge","128.0 GiB","16 vCPUs","3750 GB                 NVMe SSD","Up to 25 Gigabit","$1.3730 hourly","$0.5527 hourly","$0.4119 hourly","$2.1090 hourly","$1.2887 hourly"
"M5A Eight Extra Large","m5a.8xlarge","128.0 GiB","32 vCPUs","EBS only","Up to 10 Gigabit","$1.3760 hourly","$0.5174 hourly","$0.6528 hourly","$2.8480 hourly","$1.9894 hourly"
"C5AD Eight Extra Large","c5ad.8xlarge","64.0 GiB","32 vCPUs","1200 GB                 (2 * 600 GB NVMe SSD)","10 Gigabit","$1.3760 hourly","$0.5174 hourly","$0.6269 hourly","$2.8480 hourly","$1.9894 hourly"
"D2 Double Extra Large","d2.2xlarge","61.0 GiB","8 vCPUs","12288 GB                 (6 * 2048 GB HDD)","High","$1.3800 hourly","$0.3954 hourly","$0.4140 hourly","$1.6010 hourly","$0.4602 hourly"
"C6GN Eight Extra Large","c6gn.8xlarge","64.0 GiB","32 vCPUs","EBS only","50 Gigabit","$1.3824 hourly","$0.5166 hourly","$0.4749 hourly","unavailable","unavailable"
"M6A Eight Extra Large","m6a.8xlarge","128.0 GiB","32 vCPUs","EBS only","12.5 Gigabit","$1.3824 hourly","$0.5458 hourly","$0.6287 hourly","$2.8544 hourly","$2.0178 hourly"
"R6IN Quadruple Extra Large","r6in.4xlarge","128.0 GiB","16 vCPUs","EBS only","Up to 50 Gigabit","$1.3946 hourly","$0.4915 hourly","$0.2427 hourly","$2.1306 hourly","$1.2275 hourly"
